system:index,forest_lab,id,max_ndvi,mean_ndvi,min_ndvi,ndvi_01,ndvi_02,ndvi_03,ndvi_04,ndvi_05,ndvi_06,ndvi_07,ndvi_08,ndvi_09,ndvi_10,ndvi_11,ndvi_12,ndvi_amplitude,rand,subset,.geo
00000000000000000061_0,1,AL_131368166,0.8500810265541077,0.6425803999106089,0.39731284976005554,0.4200573,0.39731285,0.60324275,0.850081,0.8291288,0.837207,0.4179754,0.8239598,0.7468124,0.74169743,0.59845454,0.44503546,0.4527681767940521,0.131368166879634,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e_0,1,AL_152671422,0.852897047996521,0.6582935949166616,0.3897959291934967,0.38979593,0.4073627,0.45911887,0.8347753,0.85289705,0.813227,0.77785397,0.7969941,0.77726036,0.7601156,0.60073596,0.42938626,0.4631011188030243,0.152671422985094,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075_0,1,AL_157749872,0.8531321883201599,0.6219333251938224,0.032797444611787796,0.45116696,0.43595952,0.6390003,0.8531322,0.84863347,0.7949429,0.032797445,0.8026999,0.76724136,0.76714694,0.65008533,0.42039356,0.8203347437083721,0.157749872658838,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076_0,1,AL_158616891,0.8957998752593994,0.7839926977952322,0.6483801007270813,0.6848182,0.6483801,0.65675056,0.86368746,0.8933523,0.8957999,0.8760955,0.8686331,0.70643884,0.846891,0.76437396,0.7026915,0.24741977453231812,0.158616891478182,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078_0,1,AL_159692024,0.8181818127632141,0.6839711318413416,0.5350444316864014,0.6238653,0.6005057,0.60477674,0.5689293,0.6391153,0.7581776,0.8181818,0.8075398,0.799302,0.72534335,0.53504443,0.72687227,0.28313738107681274,0.159692024426826,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f_0,1,AL_183655508,0.8488988280296326,0.5867188932995001,0.13392780721187592,0.2836114,0.28056112,0.3627201,0.73651373,0.77892697,0.8488988,0.82399,0.81055504,0.7892545,0.74223894,0.44942832,0.1339278,0.7149710208177567,0.183655508804451,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_0,1,AL_186101459,0.5849674940109253,0.5125163520375887,0.37444496154785156,0.37444496,0.43870014,0.5122911,0.5426505,0.5660074,0.5529831,0.5849675,0.5317754,0.48371413,0.57663834,0.55922866,0.426795,0.21052253246307373,0.186101459141103,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097_0,1,AL_217220245,0.6446250677108765,0.49851294110218686,0.3423326015472412,0.3423326,0.50186425,0.5264188,0.64462507,0.55820894,0.5938633,0.6103016,0.44540146,0.5398946,0.4765059,0.35480225,0.3879365,0.30229246616363525,0.217220245562104,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099_0,1,AL_219104087,0.7956204414367676,0.7080723096927007,0.6256526708602905,0.69411767,0.6256527,0.65225476,0.6593707,0.68608207,0.7181133,0.71073675,0.7332876,0.7669729,0.7813333,0.67332554,0.79562044,0.16996777057647705,0.219104087265818,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_0,1,AL_226527940,0.848982572555542,0.6725403666496277,0.42174431681632996,0.4430248,0.42174432,0.47135842,0.83850306,0.8062424,0.8439554,0.8489826,0.8247952,0.7820367,0.73316336,0.5766812,0.47999695,0.42723825573921204,0.226527940639073,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4_0,1,AL_231326478,0.8587801456451416,0.8024828334649404,0.43594181537628174,0.8137091,0.8183986,0.8088018,0.820598,0.85418844,0.43594182,0.8472103,0.84105134,0.85543764,0.8580556,0.8176213,0.85878015,0.42283833026885986,0.231326478205428,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae_0,1,AL_242362215,0.8711099028587341,0.8100210775931677,0.7035192847251892,0.7761208,0.7428323,0.7594158,0.842484,0.7035193,0.83418936,0.8711099,0.84612167,0.8095517,0.8520727,0.8352011,0.8476343,0.16759061813354492,0.242362215289579,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc_0,1,AL_267782572,0.8689956068992615,0.8048705458641052,0.536659836769104,0.8293483,0.801373,0.78107077,0.8390077,0.83102447,0.75029105,0.53665984,0.83953804,0.8488189,0.8688118,0.8635071,0.8689956,0.33233577013015747,0.267782572305867,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1_0,1,AL_276313414,0.9202828407287598,0.706825353205204,0.39871349930763245,0.3987135,0.40000713,0.5332915,0.92028284,0.91235757,0.91644436,0.86977834,0.86307055,0.85672516,0.77958894,0.614281,0.41736335,0.5215693414211273,0.276313414519423,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2_0,1,AL_298127150,0.8402572870254517,0.7155266602834066,0.5878227949142456,0.60807157,0.5878228,0.6237725,0.68433,0.76295394,0.83797175,0.8402573,0.8245614,0.8189105,0.7469783,0.6194332,0.6312567,0.25243449211120605,0.298127150703846,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d8_0,1,AL_309648734,0.8833668828010559,0.7848667949438095,0.631024956703186,0.673743,0.63102496,0.69171125,0.8833669,0.8532846,0.7818471,0.82093024,0.8374343,0.8477951,0.8627989,0.80292153,0.7315436,0.2523419260978699,0.309648734739583,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_0,1,AL_309917334,0.9195928573608398,0.7208919301629066,0.45378151535987854,0.45378152,0.47998792,0.6266343,0.90303797,0.91862124,0.91959286,0.7940811,0.860587,0.8455951,0.81002027,0.53287196,0.5058919,0.4658113420009613,0.309917334657611,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd_0,1,AL_313755113,0.9139013290405273,0.770860937734445,0.4755043089389801,0.55153203,0.56679636,0.4755043,0.8864536,0.9139013,0.88824385,0.903537,0.88384724,0.89068556,0.87430763,0.7582204,0.65730196,0.43839702010154724,0.313755113180745,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e8_0,1,AL_326724868,0.8638662099838257,0.7496999024103085,0.013140760362148285,0.8397185,0.80371034,0.7486995,0.8039474,0.8396226,0.85118884,0.01314076,0.8541417,0.8542855,0.68068194,0.84339553,0.8638662,0.8507254496216774,0.326724868205157,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_0,1,AL_329696605,0.8756526112556458,0.6868145167827606,0.3975270390510559,0.39752704,0.40643862,0.63703454,0.82117224,0.8756526,0.830303,0.84518564,0.8354032,0.8464254,0.7838346,0.5157644,0.4470329,0.47812557220458984,0.329696605717001,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f2_0,1,AL_338665841,0.8954033851623535,0.7783555239439011,0.6080228090286255,0.65564114,0.6080228,0.62468743,0.8404716,0.86672795,0.8954034,0.8876625,0.87077045,0.8476381,0.82692987,0.7396876,0.67662346,0.287380576133728,0.338665841001635,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104_0,1,AL_368150520,0.8435462713241577,0.7304838964094719,0.08770718425512314,0.74845636,0.78316224,0.72290593,0.8167832,0.8435463,0.8284779,0.671517,0.83646774,0.8326635,0.82243955,0.7716799,0.087707184,0.7558390870690346,0.368150520942678,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000111_0,1,AL_392805025,0.7828332185745239,0.7058254356185595,0.37096306681632996,0.7414116,0.7317893,0.7077584,0.7106527,0.37096307,0.70889103,0.74564105,0.71364146,0.75529414,0.75817204,0.7828332,0.74285716,0.41187015175819397,0.392805025295493,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000116_0,1,AL_402189360,0.8280965685844421,0.7804698348045349,0.6670262217521667,0.77872276,0.7757009,0.6670262,0.8198879,0.82809657,0.8212358,0.8273419,0.82184094,0.75021356,0.79058826,0.78635424,0.69862896,0.1610703468322754,0.402189360146638,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000139_0,1,AL_455210405,0.8133757710456848,0.5648105790217718,0.2974708676338196,0.33929735,0.3478563,0.54981506,0.73162955,0.7436673,0.64424175,0.8133758,0.7865208,0.6181619,0.5749986,0.29747087,0.33069167,0.5159049034118652,0.455210405772094,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_0,1,AL_461367647,0.8147220611572266,0.6813719173272451,0.09774965047836304,0.76254314,0.731534,0.70124006,0.6934513,0.7063443,0.09774965,0.6439791,0.75189525,0.793911,0.70951915,0.76957405,0.81472206,0.7169724106788635,0.461367647475352,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_0,1,AL_474913321,0.9114747047424316,0.6576380530993143,0.3045649826526642,0.30456498,0.32498747,0.344,0.8759969,0.9114747,0.8906083,0.8573363,0.86070704,0.8422372,0.7805153,0.55027425,0.3489542,0.6069097220897675,0.474913321035661,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016e_0,1,AL_506610999,0.8028597235679626,0.7296576549609503,0.6364779472351074,0.69024056,0.6460724,0.6765044,0.8028597,0.78894997,0.78753346,0.7389049,0.76721764,0.79563624,0.7440325,0.63647795,0.68146217,0.16638177633285522,0.506610999225538,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000170_0,1,AL_507998943,0.8045073747634888,0.7142674922943115,0.559816837310791,0.6109327,0.6368663,0.55981684,0.8045074,0.7277203,0.76869696,0.76043546,0.74364614,0.74896294,0.767874,0.7271346,0.7146163,0.24469053745269775,0.507998943078065,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000178_0,1,AL_517869090,0.8879812955856323,0.7603189249833425,0.5843071341514587,0.5943038,0.58430713,0.6878049,0.8326652,0.8879813,0.8634669,0.87923026,0.85063547,0.8346604,0.7716263,0.7025678,0.63457763,0.3036741614341736,0.517869090343438,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017e_0,1,AL_523036996,0.8804348111152649,0.7264430001378059,0.460925430059433,0.46092543,0.47223353,0.84010625,0.8804348,0.8776722,0.8396543,0.6260839,0.84897673,0.80421686,0.762212,0.69138426,0.6134157,0.4195093810558319,0.523036996450134,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001aa_0,1,AL_578754930,0.8101430535316467,0.7273815050721169,0.3421006500720978,0.7163347,0.7096249,0.709598,0.76592594,0.7979948,0.7793296,0.7950311,0.80230045,0.34210065,0.77100235,0.81014305,0.72919255,0.46804240345954895,0.578754930450486,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b5_0,1,AL_599911250,0.8878059983253479,0.84397724767526,0.7996453642845154,0.84671915,0.8292799,0.79964536,0.81424147,0.841977,0.8296271,0.8584443,0.8502358,0.8567534,0.867079,0.8459185,0.887806,0.08816063404083252,0.599911250079726,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c2_0,1,AL_618410026,0.8983911871910095,0.7311015874147415,0.38853058218955994,0.40128246,0.38853058,0.8066322,0.8983912,0.89183515,0.89078873,0.8296269,0.85587806,0.8380649,0.800958,0.6739277,0.49730313,0.5098606050014496,0.618410026968186,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ce_0,1,AL_627638818,0.9242382645606995,0.7149134054780006,0.48227497935295105,0.50088394,0.51875305,0.6347687,0.8277459,0.9042408,0.92423826,0.89959466,0.8777047,0.80894256,0.694129,0.48227498,0.5056843,0.4419632852077484,0.627638818402959,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d5_0,1,AL_632721778,0.905140221118927,0.7094574247797331,0.36890289187431335,0.4684773,0.44444445,0.76356274,0.9051402,0.8899991,0.8780616,0.8443769,0.84447,0.8158602,0.79202515,0.3689029,0.4981685,0.5362373292446136,0.632721778620964,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f3_0,1,AL_679473737,0.7994914650917053,0.6901824201146761,0.39937278628349304,0.6256274,0.57415277,0.7057752,0.79148936,0.79949147,0.3993728,0.7512662,0.7699924,0.7715156,0.74418706,0.7057859,0.64353293,0.4001186788082123,0.679473737913245,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020b_0,1,AL_710221973,0.887953519821167,0.6906757826606432,0.33607909083366394,0.40977323,0.3360791,0.5383054,0.8534479,0.8639589,0.8879535,0.87634254,0.8435296,0.8369184,0.81374896,0.5755306,0.45252126,0.551874428987503,0.710221973474087,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000223_0,1,AL_749976783,0.9072994589805603,0.7229386046528816,0.4812280535697937,0.48122805,0.4865934,0.7563424,0.90729946,0.90144014,0.85360175,0.8636485,0.8376712,0.7904475,0.68595874,0.6156777,0.4953544,0.4260714054107666,0.749976783567648,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000242_0,1,AL_787413537,0.9052466154098511,0.7965478499730428,0.6190086007118225,0.6853043,0.63330215,0.6190086,0.9052466,0.88052183,0.8897438,0.87383974,0.8611714,0.86924654,0.85060024,0.7833462,0.7072428,0.28623801469802856,0.787413537361341,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000243_0,1,AL_788424669,0.9082068204879761,0.7693369189898173,0.5935422778129578,0.6061246,0.5935423,0.74254316,0.9082068,0.90221393,0.90627617,0.7378862,0.84444445,0.86095864,0.8221395,0.6830601,0.6246472,0.3146645426750183,0.788424669082093,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000250_0,1,AL_800369809,0.9049866199493408,0.7550988147656122,0.544934093952179,0.55763227,0.5449341,0.7571357,0.9049866,0.8919205,0.89061487,0.8544932,0.8627348,0.7415459,0.8332497,0.6523781,0.56956005,0.36005252599716187,0.800369809185914,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025d_0,1,AL_819040791,0.8617311120033264,0.7219317331910133,0.4108387529850006,0.73899525,0.6944376,0.8046765,0.8617311,0.84283686,0.79225785,0.71186954,0.7784109,0.41083875,0.7395018,0.6781529,0.60947174,0.4508923590183258,0.819040791481385,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000261_0,1,AL_824672513,0.8569872975349426,0.7861845244963964,0.6742802858352661,0.7145198,0.7319737,0.7323172,0.8049059,0.84832996,0.6742803,0.84436923,0.84982204,0.8569873,0.8468912,0.77233744,0.7574802,0.1827070116996765,0.824672513748255,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000265_0,1,AL_827240671,0.842234194278717,0.7653899490833282,0.6040495038032532,0.6371686,0.6040495,0.6864348,0.8245835,0.77283394,0.79507387,0.8333333,0.8422342,0.83841556,0.81072557,0.79210407,0.7477225,0.23818469047546387,0.827240671500376,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000278_0,1,AL_856086356,0.7708996534347534,0.5572458716730276,0.20583130419254303,0.36095965,0.36461395,0.7299248,0.7442564,0.77089965,0.71445745,0.2058313,0.7035024,0.3740559,0.7390151,0.6003976,0.37903628,0.5650683492422104,0.856086356346591,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027d_0,1,AL_860032458,0.899802029132843,0.7393674651781718,0.4832000136375427,0.5113822,0.4832,0.6296296,0.899802,0.8635961,0.8971324,0.8689956,0.86240983,0.81547606,0.81958795,0.7018667,0.5193311,0.4166020154953003,0.860032458704235,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000281_0,1,AL_865448455,0.8801732063293457,0.6697602570056915,0.4558153748512268,0.46623015,0.52947,0.47396225,0.77375036,0.45581537,0.83599454,0.8469136,0.8105727,0.8322083,0.8801732,0.53807604,0.5939566,0.4243578314781189,0.865448455156912,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000282_0,1,AL_869664868,0.8677130341529846,0.6005010053243799,0.003838205011561513,0.45475763,0.4308024,0.48496705,0.86771303,0.83506197,0.8331869,0.81306326,0.8050122,0.003838205,0.6983842,0.53913295,0.44009218,0.8638748291414231,0.869664868279054,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000295_0,1,AL_895980426,0.9110530018806458,0.7571597422162691,0.4946269989013672,0.49773726,0.494627,0.783216,0.895235,0.905831,0.911053,0.8793399,0.84545535,0.817471,0.7752017,0.6824184,0.59833133,0.41642600297927856,0.895980426223733,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b0_0,1,AL_924151173,0.8838018774986267,0.7100667109092077,0.2792460024356842,0.46540466,0.279246,0.5770098,0.87361825,0.8838019,0.78230757,0.85711485,0.8624878,0.8581654,0.7799353,0.7226462,0.5790629,0.6045558750629425,0.924151173741068,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b6_0,1,AL_930443634,0.8852684497833252,0.8426844576994578,0.8111587762832642,0.87320143,0.88526845,0.82733226,0.81555295,0.8111588,0.82301044,0.8417865,0.8559927,0.8424242,0.829706,0.82686615,0.8799136,0.07410967350006104,0.930443634329551,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bd_0,1,AL_942841718,0.8786362409591675,0.7534100959698359,0.522522509098053,0.54013014,0.5225225,0.8086957,0.87863624,0.8774932,0.7557707,0.8514971,0.8519323,0.79837984,0.7909194,0.7272243,0.63771975,0.3561137318611145,0.942841718112,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cc_0,1,AL_961975039,0.8237364292144775,0.7419057289759318,0.5650976896286011,0.7495591,0.7574609,0.76838917,0.79119414,0.8061578,0.5650977,0.7347939,0.8237364,0.7669433,0.7579722,0.68887144,0.6926927,0.25863873958587646,0.961975039295939,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d7_0,1,AL_988186130,0.8819255232810974,0.7803385083874067,0.12833169102668762,0.8664703,0.8027523,0.8039526,0.84148806,0.85617775,0.12833169,0.73142976,0.85674745,0.858871,0.8727449,0.8631708,0.8819255,0.7535938322544098,0.988186130187422,core_nonforest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_0,0,AL_046881453,0.6131381988525391,0.3696107392509778,0.29700273275375366,0.3270402,0.30726185,0.32904604,0.4467425,0.49365854,0.6131382,0.34124663,0.29700273,0.2981988,0.32436162,0.31664693,0.34098482,0.3161354660987854,0.046881453686344,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000119_0,0,AL_405498611,0.532287061214447,0.4246982584396998,0.27275389432907104,0.421092,0.39841324,0.40574282,0.53228706,0.5229695,0.43909347,0.2727539,0.44094586,0.44950953,0.40943593,0.40520674,0.39892906,0.259533166885376,0.405498611504223,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000133_0,0,AL_449670850,0.5221002101898193,0.3443356901407242,0.23681488633155823,0.33270675,0.3010989,0.33259147,0.4864865,0.5221002,0.39480874,0.33333334,0.31051344,0.30861095,0.23681489,0.28089887,0.29206422,0.2852853238582611,0.449670850467685,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ac_0,0,AL_579784001,0.6367924809455872,0.41038958728313446,0.2542218267917633,0.26220453,0.2646925,0.31582707,0.40652484,0.4805607,0.537133,0.6367925,0.6287274,0.542994,0.3027523,0.29224446,0.25422183,0.38257065415382385,0.579784001958765,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000221_0,0,AL_748027793,0.688788652420044,0.48413113318383694,0.11100990325212479,0.41135064,0.38594425,0.4329297,0.51117563,0.45800453,0.5254616,0.1110099,0.61606187,0.68878865,0.6195156,0.6001509,0.44918033,0.5777787491679192,0.748027793112485,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000255_0,0,AL_807812351,0.45043790340423584,0.31435070807735127,-0.011576846241950989,0.2638073,0.27653185,0.2586829,0.3318223,0.35597706,0.4504379,0.42771575,0.36992386,-0.011576846,0.41626486,0.25261235,0.3800092,0.46201474964618683,0.807812351132829,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028b_0,0,AL_879048155,0.8548105955123901,0.49900168428818387,0.19829942286014557,0.7815461,0.7269166,0.6703412,0.8548106,0.7539745,0.47492564,0.3679868,0.48318422,0.23683485,0.23259449,0.20660578,0.19829942,0.6565111726522446,0.879048155131334,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028c_0,0,AL_880716906,0.6787469387054443,0.5707897866765658,0.44208571314811707,0.4503039,0.4420857,0.55172837,0.6360544,0.65593785,0.67874694,0.65892136,0.63614166,0.63995355,0.58023745,0.46974728,0.44961897,0.23666122555732727,0.880716906375282,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029a_0,0,AL_898540902,0.6356219053268433,0.3187740631401539,0.16169223189353943,0.29179636,0.281281,0.26824385,0.2921132,0.33974203,0.39060473,0.16169223,0.6356219,0.35116017,0.31914893,0.24907783,0.24480651,0.47392967343330383,0.898540902362925,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_0,1,AL_006493876,0.8351231813430786,0.7353588292996088,0.5550824999809265,0.58734655,0.5550825,0.6595179,0.8351232,0.834261,0.81942105,0.81495565,0.8256209,0.8018262,0.7829026,0.7063894,0.60185903,0.2800406813621521,0.00649387622654,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_0,1,AL_008060367,0.8467801213264465,0.7988743881384531,0.6039460301399231,0.798803,0.7899281,0.7563137,0.8467801,0.8400094,0.82850707,0.8281136,0.8241343,0.8187633,0.8342747,0.8169194,0.60394603,0.24283409118652344,0.008060367085562,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_0,1,AL_019084201,0.8552345633506775,0.7518921891848246,0.5800711512565613,0.6744154,0.6664941,0.58007115,0.7528431,0.85523456,0.83049715,0.81893045,0.82163346,0.81038266,0.8131388,0.7350163,0.6640492,0.2751634120941162,0.019084201258419,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b_0,1,AL_020234308,0.8224586248397827,0.7195026526848475,0.57203608751297,0.8224586,0.7945243,0.7611557,0.7828843,0.7763327,0.7210811,0.5720361,0.58019793,0.7022402,0.71504426,0.70888036,0.69719625,0.25042253732681274,0.020234308145302,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010_0,1,AL_027066876,0.871361255645752,0.7465631912151972,0.6167651414871216,0.6368481,0.64827585,0.66348153,0.7386125,0.87136126,0.87004024,0.86862046,0.84736514,0.7643096,0.76641184,0.61676514,0.6666667,0.25459611415863037,0.027066876341021,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_0,1,AL_048310258,0.7848739624023438,0.604445514579614,0.2458045482635498,0.49095023,0.45639336,0.4155251,0.6017484,0.7076976,0.69399506,0.78487396,0.76502454,0.7546109,0.7301651,0.60655737,0.24580455,0.539069414138794,0.04831025811717,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_0,1,AL_053093681,0.9082051515579224,0.7543960064649582,0.5535361766815186,0.6240168,0.5825771,0.5535362,0.8289242,0.90820515,0.9007886,0.8880149,0.88088304,0.792335,0.815783,0.64802516,0.62966293,0.3546689748764038,0.053093681590111,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_0,1,AL_055062187,0.8543249368667603,0.7880080988009771,0.5945433974266052,0.82031167,0.7538819,0.7044595,0.85394245,0.85432494,0.8218595,0.5945434,0.8028125,0.80568767,0.8258747,0.81457406,0.80382496,0.25978153944015503,0.05506218759279,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_0,1,AL_058503836,0.8758264183998108,0.7545023957888285,0.6479909420013428,0.65778524,0.64799094,0.6748955,0.8758264,0.8468533,0.77113825,0.80610347,0.8365222,0.78543496,0.757392,0.7112633,0.6828231,0.22783547639846802,0.058503836223308,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_0,1,AL_058997101,0.8445666432380676,0.8025602946678797,0.7754326462745667,0.84456664,0.81856364,0.77543265,0.78918684,0.82215995,0.7939164,0.8082693,0.7859934,0.77908343,0.7945008,0.8102692,0.80878127,0.06913399696350098,0.058997101321216,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_0,1,AL_059223869,0.8803099393844604,0.77323879301548,0.5062432289123535,0.73403084,0.7103362,0.6800894,0.88030994,0.8067121,0.86682147,0.8315724,0.8707268,0.84056634,0.83990806,0.5062432,0.7115487,0.37406671047210693,0.059223869925167,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_0,1,AL_061852290,0.854687511920929,0.8293389131625494,0.7576354742050171,0.8288443,0.8079673,0.7576355,0.83521146,0.8514121,0.8399904,0.8540841,0.8433766,0.82300127,0.8546875,0.8332599,0.8225966,0.09705203771591187,0.061852290805122,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_0,1,AL_078995893,0.8364779949188232,0.8013775944709778,0.7448310852050781,0.79077184,0.7782539,0.7448311,0.80255723,0.8314684,0.7836858,0.836478,0.8160284,0.8293193,0.79149514,0.77954847,0.83209354,0.09164690971374512,0.078995893022412,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_0,1,AL_080883315,0.9066112041473389,0.696537214020888,0.4289713203907013,0.4496056,0.42897132,0.43118235,0.896124,0.9066112,0.88313365,0.88299024,0.85974026,0.84959525,0.78902763,0.518172,0.46329302,0.4776398837566376,0.080883315466588,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a_0,1,AL_083958454,0.7670594453811646,0.6493577187259992,0.48644161224365234,0.5548261,0.4864416,0.49462923,0.7271084,0.76705945,0.7536873,0.66871166,0.7642394,0.72908145,0.6660087,0.5891544,0.5913449,0.2806178331375122,0.083958454558353,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d_0,1,AL_088550787,0.7338467836380005,0.6810127745072047,0.614130437374115,0.688196,0.6594203,0.61680275,0.61413044,0.6178762,0.6767044,0.7275862,0.7297823,0.7050123,0.7338468,0.71864086,0.68415475,0.1197163462638855,0.088550787591529,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f_0,1,AL_088984782,0.9054951667785645,0.7637237906455994,0.527999997138977,0.5763567,0.528,0.56621563,0.90465546,0.90549517,0.90198547,0.8907162,0.87077445,0.84396154,0.84677225,0.71722,0.6125326,0.3774951696395874,0.088984782117842,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b_0,1,AL_099651908,0.8672986030578613,0.8230716039737066,0.7305111289024353,0.8007536,0.7657143,0.7305111,0.85467494,0.8672986,0.8352562,0.8544153,0.85826725,0.85730994,0.8348965,0.79525065,0.82251084,0.13678747415542603,0.099651908906292,core_forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
